"Area.Abbreviation","Area.Code","Area","Item.Code","Item","Element.Code","Element","Unit","latitude","longitude","Year","Value","El_Nino_Year"
"BRA",21,"Brazil",2514,"Maize and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2002",3722,FALSE
"BRA",21,"Brazil",2514,"Maize and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2003",4655,FALSE
"BRA",21,"Brazil",2514,"Maize and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2004",4402,FALSE
"BRA",21,"Brazil",2514,"Maize and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2005",4179,FALSE
"BRA",21,"Brazil",2514,"Maize and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2006",4573,FALSE
"BRA",21,"Brazil",2514,"Maize and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2007",4763,FALSE
"BRA",21,"Brazil",2514,"Maize and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2008",4795,FALSE
"BRA",21,"Brazil",2514,"Maize and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2009",4729,FALSE
"BRA",21,"Brazil",2514,"Maize and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2010",4760,FALSE
"BRA",21,"Brazil",2514,"Maize and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2011",4788,FALSE
"BRA",21,"Brazil",2514,"Maize and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2012",5473,FALSE
"BRA",21,"Brazil",2514,"Maize and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2013",5612,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1961",0,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1962",0,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1963",0,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1964",1,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1965",1,TRUE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1966",6,TRUE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1967",21,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1968",18,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1969",13,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1970",4,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1971",2,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1972",1,TRUE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1973",3,TRUE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1974",7,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1975",3,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1976",1,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1977",1,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1978",10,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1979",5,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1980",2,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1981",5,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1982",5,TRUE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1983",3,TRUE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1984",15,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1985",18,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1986",18,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1987",29,TRUE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1988",47,TRUE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1989",38,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1990",57,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1991",50,TRUE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1992",44,TRUE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1993",57,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1994",73,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1995",52,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1996",43,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1997",46,TRUE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1998",38,TRUE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1999",44,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2000",42,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2001",53,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2002",44,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2003",59,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2004",56,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2005",324,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2006",256,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2007",232,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2008",240,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2009",172,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2010",177,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2011",142,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2012",142,FALSE
"BRA",21,"Brazil",2520,"Cereals, Other",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2013",180,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1961",644,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1962",685,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1963",708,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1964",787,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1965",748,TRUE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1966",793,TRUE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1967",945,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1968",1069,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1969",1017,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1970",1093,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1971",1099,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1972",1123,TRUE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1973",901,TRUE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1974",1239,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1975",1175,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1976",1404,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1977",1378,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1978",1501,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1979",1660,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1980",1508,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1981",1442,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1982",1685,TRUE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1983",1375,TRUE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1984",1723,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1985",1505,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1986",1404,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1987",1843,TRUE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1988",1828,TRUE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1989",1675,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1990",1777,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1991",1783,TRUE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1992",1957,TRUE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1993",1877,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1994",2157,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1995",2332,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1996",1995,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1997",2251,TRUE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1998",2487,TRUE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1999",2544,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2000",2227,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2001",2505,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2002",2759,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2003",2728,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2004",2729,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2005",2825,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2006",2863,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2007",3218,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2008",3403,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2009",3186,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2010",3447,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2011",3784,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2012",3629,FALSE
"BRA",21,"Brazil",2531,"Potatoes and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2013",3587,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1961",2858,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1962",2974,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1963",2930,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1964",2832,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1965",3157,TRUE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1966",2929,TRUE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1967",3105,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1968",3537,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1969",3606,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1970",3752,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1971",3802,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1972",4125,TRUE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1973",4267,TRUE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1974",4577,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1975",4990,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1976",5091,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1977",5060,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1978",5290,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1979",6009,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1980",6264,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1981",5872,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1982",6097,TRUE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1983",5909,TRUE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1984",6202,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1985",6080,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1986",6589,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1987",6573,TRUE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1988",6573,TRUE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1989",6845,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1990",6950,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1991",6965,TRUE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1992",7471,TRUE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1993",7650,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1994",8000,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1995",8254,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1996",8152,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1997",8152,TRUE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1998",8152,TRUE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1999",6522,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2000",6576,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2001",6631,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2002",6848,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2003",7174,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2004",7391,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2005",7500,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2006",7500,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2007",7507,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2008",7625,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2009",7611,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2010",7749,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2011",7801,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2012",7883,FALSE
"BRA",21,"Brazil",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2013",7937,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1961",46,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1962",44,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1963",54,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1964",39,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1965",57,TRUE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1966",58,TRUE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1967",78,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1968",68,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1969",72,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1970",59,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1971",84,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1972",103,TRUE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1973",73,TRUE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1974",64,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1975",63,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1976",52,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1977",51,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1978",53,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1979",48,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1980",27,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1981",24,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1982",38,TRUE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1983",15,TRUE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1984",34,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1985",26,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1986",39,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1987",22,TRUE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1988",33,TRUE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1989",37,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1990",18,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1991",28,TRUE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1992",26,TRUE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1993",13,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1994",20,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1995",17,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1996",23,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1997",21,TRUE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1998",31,TRUE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y1999",20,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2000",23,FALSE
"BRA",21,"Brazil",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",-14.24,-51.93,"Y2001",20,FALSE
